STUDY_ID,STUDY_TEXT,SUBJECT_ID,SUBJECT_TEXT,SEMESTER_TEXT
600,Medicin,Kursus i gerontologi MEDICIN,Kursus i gerontologi MEDICIN,Kandidat sem. 5
600,Medicin,Kursus og eksamen i klinisk beslutningslære,Kursus og eksamen i klinisk beslutningslære,Kandidat sem. 5
600,Medicin,Klinisk kursus i almen medicin MEDICIN,Klinisk kursus i almen medicin MEDICIN,Kandidat sem. 6
600,Medicin,Klinisk kursus i gynækologi og obstetrik MEDICIN,Klinisk kursus i gynækologi og obstetrik MEDICIN,Kandidat sem. 6
600,Medicin,Klinisk kursus i pædiatri MEDICIN,Klinisk kursus i pædiatri MEDICIN,Kandidat sem. 6
600,Medicin,Kursus i akut patient MEDICIN,Kursus i akut patient MEDICIN,Kandidat sem. 6
600,Medicin,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Kandidat sem. 6
607,Odontologi,Kursus i excitable celler ODONT,Kursus i excitable celler ODONT,Bachelor sem. 2
607,Odontologi,Kursus i medicinsk celle- og vævsbiologi ODONT,Kursus i medicinsk celle- og vævsbiologi ODONT,Bachelor sem. 2
607,Odontologi,Tændernes udvikling og struktur ODONT,Tændernes udvikling og struktur ODONT,Bachelor sem. 2
607,Odontologi,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 2
607,Odontologi,Biokemi ODONT,Biokemi ODONT,Bachelor sem. 4
607,Odontologi,Kursus i klinisk introduktion ODONT,Kursus i klinisk introduktion ODONT,Bachelor sem. 4
607,Odontologi,Kursus i oral mikrobiologi ODONT,Kursus i oral mikrobiologi ODONT,Bachelor sem. 4
607,Odontologi,Kursus i sundhedsinformatik ODONT,Kursus i sundhedsinformatik ODONT,Bachelor sem. 4
607,Odontologi,Præklinisk kursus i materialelære... ODONT,Præklinisk kursus i materialelære... ODONT,Bachelor sem. 4
607,Odontologi,Radiologi 1 ODONT,Radiologi 1 ODONT,Bachelor sem. 4
607,Odontologi,Studium Generale ODONT,Studium Generale ODONT,Bachelor sem. 4
607,Odontologi,Boghandleren anbefaler også disse:,Boghandleren anbefaler også disse:,Bachelor sem. 4
607,Odontologi,Klinisk oral fysiologi 2 ODONT,Klinisk oral fysiologi 2 ODONT,Bachelor sem. 6
607,Odontologi,Kursus i basal endodonti ODONT,Kursus i basal endodonti ODONT,Bachelor sem. 6
607,Odontologi,Kursus i basal parodontologi 2 ODONT,Kursus i basal parodontologi 2 ODONT,Bachelor sem. 6
607,Odontologi,Kursus i indirekte enkelttandsrestaureringer ODONT,Kursus i indirekte enkelttandsrestaureringer ODONT,Bachelor sem. 6
607,Odontologi,Kursus i plastiske restaureringer 2 ODONT,Kursus i plastiske restaureringer 2 ODONT,Bachelor sem. 6
607,Odontologi,"Cariologi, plastiske restaureringer....  ODONT","Cariologi, plastiske restaureringer....  ODONT",Kandidat sem. 2
607,Odontologi,Kursus i oral kirurgi 1 ODONT,Kursus i oral kirurgi 1 ODONT,Kandidat sem. 2
607,Odontologi,Kursus i oral rehabilitering 2 ODONT,Kursus i oral rehabilitering 2 ODONT,Kandidat sem. 2
607,Odontologi,Kursus i pædodonti og klinisk genetik 1 ODONT,Kursus i pædodonti og klinisk genetik 1 ODONT,Kandidat sem. 2
607,Odontologi,Kursus i udvidet parodontologi 2 ODONT,Kursus i udvidet parodontologi 2 ODONT,Kandidat sem. 2
607,Odontologi,Oral Patologi og medicin 1 ODONT,Oral Patologi og medicin 1 ODONT,Kandidat sem. 2
607,Odontologi,Regenerativ parodontalkirurgi (valgfag) ODONT,Regenerativ parodontalkirurgi (valgfag) ODONT,Kandidat sem. 2
607,Odontologi,Kursus i oral kirurgi 3 ODONT,Kursus i oral kirurgi 3 ODONT,Kandidat sem. 4
607,Odontologi,Kursus i samfunds- og retsodontologi ODONT,Kursus i samfunds- og retsodontologi ODONT,Kandidat sem. 4
607,Odontologi,Oral patologi og medicin 3 ODONT,Oral patologi og medicin 3 ODONT,Kandidat sem. 4
602,Sundhed og Informatik (tidligere IT og Sundhed),Epidemiologi SUNDHED OG INFO,Epidemiologi SUNDHED OG INFO,Bachelor sem. 2
602,Sundhed og Informatik (tidligere IT og Sundhed),Organisationsanalyse SUNDHED OG INFO,Organisationsanalyse SUNDHED OG INFO,Bachelor sem. 2
602,Sundhed og Informatik (tidligere IT og Sundhed),Kvantitative & kvalitative undersøge.. SUNDHED,Kvantitative & kvalitative undersøge.. SUNDHED,Bachelor sem. 4
602,Sundhed og Informatik (tidligere IT og Sundhed),"Sygdomslære for ikke-klinikere, SUNDHED & INFO","Sygdomslære for ikke-klinikere, SUNDHED & INFO",Bachelor sem. 4
608,Sundhedsfaglig kandidat,Kvalitative metoder.,Kvalitative metoder.,Kandidat 2.sem.
608,Sundhedsfaglig kandidat,Forandringsledelse i sundhedsvæsenet,Forandringsledelse i sundhedsvæsenet,Kandidat Valgfag
608,Sundhedsfaglig kandidat,"Psykologi, sundhedspsykologi: SUNDFAG KAND","Psykologi, sundhedspsykologi: SUNDFAG KAND",Kandidat sem. 2
609,Tandklinikassistent - SKT,Basislitteratur Grundforløb TANDKLINIKASS.,Basislitteratur Grundforløb TANDKLINIKASS.,Grundforløb
609,Tandklinikassistent - SKT,Basislitteratur Hovedforløb - Tandklinikass. SKT,Basislitteratur Hovedforløb - Tandklinikass. SKT,Hovedforløb
609,Tandklinikassistent - SKT,Specialevalgfag Hovedforløb TANDKLINIKASS.,Specialevalgfag Hovedforløb TANDKLINIKASS.,Hovedforløb
610,Tandplejer - SKT,Oral radiologi TANDPLEJE,Oral radiologi TANDPLEJE,2. semester
610,Tandplejer - SKT,"Sundhedsfremme, forebyggelse og relationer TANDPLE","Sundhedsfremme, forebyggelse og relationer TANDPLE",2. semester
610,Tandplejer - SKT,Tandpleje 1   Grundlæggende klinisk virksomhed,Tandpleje 1   Grundlæggende klinisk virksomhed,2. semester
610,Tandplejer - SKT,Videnskabsteori og metode TANDPLEJE,Videnskabsteori og metode TANDPLEJE,2. semester
610,Tandplejer - SKT,Tandpleje Modul 11,Tandpleje Modul 11,Modul 11
610,Tandplejer - SKT,Tandpleje Modul 7,Tandpleje Modul 7,Modul 7
610,Tandplejer - SKT,Tandpleje Modul 8,Tandpleje Modul 8,Modul 8
409,Veterinærmedicin -  Bachelor,Veterinær genetik - vet.,Veterinær genetik - vet.,Bach.1.år blok 3
409,Veterinærmedicin -  Bachelor,Veterinær Anatomi og fysiologi - 2 VET,Veterinær Anatomi og fysiologi - 2 VET,Bach.1.år blok 4
409,Veterinærmedicin -  Bachelor,Basal Statistik og Epidemiologi,Basal Statistik og Epidemiologi,Bach.2.år blok 3
409,Veterinærmedicin -  Bachelor,Veterinær farmakologi og toksikologi - Vet,Veterinær farmakologi og toksikologi - Vet,Bach.2.år blok 3
409,Veterinærmedicin -  Bachelor,Mikrobiel fødevaresikkerhed - VET,Mikrobiel fødevaresikkerhed - VET,Bach.2.år blok 4
409,Veterinærmedicin -  Bachelor,Veterinær farmakologi og toksikologi VET,Veterinær farmakologi og toksikologi VET,Bach.2.år blok 4
409,Veterinærmedicin -  Bachelor,Anvendt Etologi,Anvendt Etologi,Bach.3.år blok 3
409,Veterinærmedicin -  Bachelor,Basal klinisk teori hos store husdyr,Basal klinisk teori hos store husdyr,Bach.3.år blok 3
409,Veterinærmedicin -  Bachelor,Retsmedicin og Forsøgsdyrskundskab,Retsmedicin og Forsøgsdyrskundskab,Bach.3.år blok 4
409,Veterinærmedicin -  Bachelor,Speciel patologi og fjerkræsygdomme - Praktisk vet,Speciel patologi og fjerkræsygdomme - Praktisk vet,Bach.3.år blok 4
409,Veterinærmedicin -  Bachelor,Veterinær retsmedicin og dyrevelfærdsvurdering-VET,Veterinær retsmedicin og dyrevelfærdsvurdering-VET,Bach.3.år blok 4
437,Veterinærmedicin - Kandidat,Besætningsrådgivning og Veterinær Folkesundhed,Besætningsrådgivning og Veterinær Folkesundhed,Kandidat blok 3
437,Veterinærmedicin - Kandidat,"Akutmedicin, obstetrik, intensiv terapi og kl. vet","Akutmedicin, obstetrik, intensiv terapi og kl. vet",Kandidat blok 4
437,Veterinærmedicin - Kandidat,Biomedicine - VET,Biomedicine - VET,Kandidat blok 4
437,Veterinærmedicin - Kandidat,Hestedifferentiering - klinisk praksis -VET,Hestedifferentiering - klinisk praksis -VET,Kandidat blok 4
437,Veterinærmedicin - Kandidat,Laboratory Animal Science  Function ABD -VET,Laboratory Animal Science  Function ABD -VET,Kandidat blok 4
437,Veterinærmedicin - Kandidat,Praktisk besætningsrådgivning og kødkontrol - VET,Praktisk besætningsrådgivning og kødkontrol - VET,Kandidat blok 4
437,Veterinærmedicin - Kandidat,Veterinary Paraclinics -VET,Veterinary Paraclinics -VET,Kandidat blok 4
437,Veterinærmedicin - Kandidat,Veterinary imaging -VET,Veterinary imaging -VET,Kandidat blok 4
910,Teologi Bachelor,BA-2. semester: Etik og Religionsfilosofi 1,BA-2. semester: Etik og Religionsfilosofi 1,1.år/2.sem/Bach
910,Teologi Bachelor,"BA-4. semester: Hebraisk 1 - Hold A, B","BA-4. semester: Hebraisk 1 - Hold A, B",2.år/4.sem/Bach
910,Teologi Bachelor,BA-4. semester: Kirke- og Teologihistorie 2 - B,BA-4. semester: Kirke- og Teologihistorie 2 - B,2.år/4.sem/Bach
910,Teologi Bachelor,BA-6. semester: Det Gamle Testamentes Eksegese 1,BA-6. semester: Det Gamle Testamentes Eksegese 1,3.år/6.sem/Bach
910,Teologi Bachelor,BA-6. semester: Dogmatik med Økumenisk Teologi 2 -,BA-6. semester: Dogmatik med Økumenisk Teologi 2 -,3.år/6.sem/Bach
911,Teologi Kandidat,VF Philosophy of Mental Health,VF Philosophy of Mental Health,Kandidatfag
